source,target,evidence,iLIS,fdr
Cdk1,Rab5,diopt4,0.5819,FDR 1
Cdk1,CycD,both,0.5623,FDR 1
Cdk1,Rbf,diopt4,0.528,FDR 5
Cdk1,Antp,diopt4,0.503,FDR 5
Cdk1,Cdk2,diopt4,0.4881,FDR 5
Cdk1,CycT,diopt4,0.4874,FDR 5
Cdk1,vvl,diopt4,0.4866,FDR 5
Cdk1,Hsf,diopt4,0.4692,FDR 5
Cdk1,CG8578,diopt4,0.4541,FDR 5
Cdk1,Myt1,both,0.4356,FDR 5
Cdk1,CG5641,diopt4,0.4234,FDR 5
Cdk1,DNApol-zeta,diopt4,0.4163,FDR 5
Cdk1,pea,diopt4,0.4112,FDR 5
Cdk1,fd96Ca,diopt4,0.4055,FDR 5
Cdk1,btl,diopt4,0.3885,FDR 5
Cdk1,mip130,diopt4,0.3534,FDR 5
Cdk1,slp1,diopt4,0.3469,FDR 5
Cdk1,grn,diopt4,0.332,FDR 10
Cdk1,Moca-cyp,diopt4,0.326,FDR 10
Cdk1,Wee1,both,0.3212,FDR 10
Cdk1,Hr78,diopt4,0.3167,FDR 10
Cdk1,gro,diopt4,0.3147,FDR 10
Cdk1,sima,diopt4,0.3053,FDR 10
Cdk1,Eph,diopt4,0.303,FDR 10
Cdk1,RunxA,diopt4,0.3019,FDR 10
Cdk1,Map60,fly,0.292,FDR 10
Cdk1,Cp110,diopt4,0.2875,FDR 10
Cdk1,CG6800,diopt4,0.2753,FDR 10
Cdk1,Pkc53E,diopt4,0.2714,FDR 10
Cdk1,Taf7,diopt4,0.2678,FDR 10
Cdk1,mof,diopt4,0.25,FDR 10
Cdk1,croc,diopt4,0.2423,FDR 10
Cdk1,Psc,both,0.2312,FDR 10
Cdk1,Z600,fly,0.2273,FDR 10
Cks85A,Cdk2,both,0.7105,FDR 1
Cks85A,Skp2,both,0.6861,FDR 1
Cks85A,Cks30A,both,0.4341,FDR 5
Rab7,CG5916,diopt4,0.7153,FDR 1
Rab7,Rab5,both,0.672,FDR 1
Rab7,CG5745,diopt4,0.6669,FDR 1
Rab7,Ocrl,both,0.6001,FDR 1
Rab7,Vps35,both,0.5896,FDR 1
Rab7,Plekhm1,both,0.586,FDR 1
Rab7,Rab9,diopt4,0.5774,FDR 1
Rab7,Rep,diopt4,0.5616,FDR 1
Rab7,Mon1,both,0.5264,FDR 5
Rab7,E(spl)m8-HLH,fly,0.5026,FDR 5
Rab7,DEF8,both,0.4926,FDR 5
Rab7,Vps39,both,0.48,FDR 5
Rab7,Vps16A,diopt4,0.4018,FDR 5
Rab7,pnut,diopt4,0.3641,FDR 5
Rab7,lt,diopt4,0.344,FDR 5
Rab7,Vamp7,diopt4,0.3367,FDR 10
Rab7,Hsp27,diopt4,0.3289,FDR 10
Rab7,Sec24AB,both,0.3243,FDR 10
Rab7,CG2064,both,0.3219,FDR 10
Rab7,l(2)gd1,both,0.2758,FDR 10
CG5916,Rab8,diopt4,0.6932,FDR 1
CG5916,DAAM,diopt4,0.262,FDR 10
CycB,Cdk2,diopt4,0.6977,FDR 1
CycB,rux,fly,0.6237,FDR 1
CycB,H,fly,0.5892,FDR 1
CycB,CG12708,fly,0.532,FDR 5
CycB,fzr,both,0.5193,FDR 5
CycB,Z600,fly,0.4964,FDR 5
CycB,CkIIalpha,diopt4,0.4705,FDR 5
CycB,cdc14,diopt4,0.4628,FDR 5
CycB,gnu,fly,0.4188,FDR 5
CycB,HDAC3,diopt4,0.4157,FDR 5
CycB,crol,fly,0.4103,FDR 5
CycB,Akt1,diopt4,0.4055,FDR 5
CycB,Myo95E,fly,0.3868,FDR 5
CycB,mats,diopt4,0.3842,FDR 5
CycB,pum,both,0.3769,FDR 5
CycB,aurA,diopt4,0.3278,FDR 10
CycB,Myb,both,0.3217,FDR 10
CycB,Hip14,diopt4,0.3214,FDR 10
CycB,CG31550,fly,0.3195,FDR 10
CycB,Cdc23,both,0.316,FDR 10
CycB,CycB3,both,0.3123,FDR 10
CycB,thr,fly,0.3054,FDR 10
CycB,sced,fly,0.302,FDR 10
CycB,DNApol-alpha180,both,0.3008,FDR 10
CycB,CycA,both,0.2778,FDR 10
CycB,Det,fly,0.251,FDR 10
CycB,Not3,fly,0.2427,FDR 10
CycB,wisp,fly,0.2312,FDR 10
PI31,Prosalpha6,both,0.3757,FDR 5
PI31,CG9588,fly,0.3743,FDR 5
Rrp42,Rrp46,both,0.7148,FDR 1
Rrp42,Rrp4,both,0.6566,FDR 1
Rrp42,Mtr3,both,0.6469,FDR 1
Rrp42,Ski6,both,0.5989,FDR 1
Rrp42,Rrp45,both,0.5868,FDR 1
Rrp42,EloB,fly,0.4967,FDR 5
Rrp42,Ars2,fly,0.459,FDR 5
Rrp42,Akap200,fly,0.3987,FDR 5
Rrp42,Mtr4,both,0.3446,FDR 5
Rrp42,Rrp40,both,0.3364,FDR 10
Rrp42,Dis3,both,0.3302,FDR 10
Rrp42,Tango4,fly,0.3291,FDR 10
Rrp42,mRpL19,fly,0.3198,FDR 10
Rrp42,Mapmodulin,fly,0.2958,FDR 10
Rrp42,epsilonCOP,fly,0.2808,FDR 10
Rrp42,CG9684,fly,0.2451,FDR 10
Rrp42,Map205,fly,0.245,FDR 10
Rrp42,CG11444,fly,0.2351,FDR 10
Rrp42,Dhx15,both,0.2287,FDR 10
Rrp42,Smn,fly,0.2236,FDR 10
Rrp46,Csl4,both,0.6303,FDR 1
Rrp46,Ski6,both,0.6267,FDR 1
Rrp46,Rrp45,both,0.6253,FDR 1
Rrp46,Rrp40,both,0.6251,FDR 1
Rrp46,CG8545,fly,0.5931,FDR 1
Rrp46,Rrp4,both,0.5751,FDR 1
Rrp46,EloB,fly,0.5353,FDR 5
Rrp46,Mtr3,both,0.47,FDR 5
Rrp46,CG15602,fly,0.4245,FDR 5
Rrp46,CG8223,fly,0.3182,FDR 10
Rrp46,eIF4B,fly,0.2836,FDR 10
Rrp46,Mtr4,both,0.2657,FDR 10
Rrp46,apt,fly,0.2241,FDR 10
comr,topi,fly,0.5698,FDR 1
comr,achi,fly,0.4458,FDR 5
comr,mip40,fly,0.3153,FDR 10
CG8993,Mad,fly,0.6895,FDR 1
CG8993,Trxr-2,fly,0.6725,FDR 1
CG8993,Trxr-1,fly,0.6592,FDR 1
CG8993,RhoGDI,both,0.6487,FDR 1
CG8993,Jupiter,fly,0.5797,FDR 1
CG8993,cib,fly,0.5035,FDR 5
CG8993,Fkbp12,both,0.4626,FDR 5
CG8993,Fkbp14,both,0.4366,FDR 5
CG8993,Df31,fly,0.4228,FDR 5
CG8993,Pglym78,both,0.4221,FDR 5
CG8993,regucalcin,fly,0.3905,FDR 5
CG8993,Bacc,fly,0.3637,FDR 5
CG8993,Sh3beta,fly,0.3618,FDR 5
CG8993,CG1910,fly,0.3383,FDR 10
CG8993,HINT1,both,0.3171,FDR 10
sbr,Nxt1,both,0.7144,FDR 1
sbr,RanGAP,both,0.4271,FDR 5
sbr,Nup58,both,0.3721,FDR 5
sbr,CG9723,fly,0.3412,FDR 5
sbr,Pak,diopt4,0.3255,FDR 10
sbr,Nufip,diopt4,0.2694,FDR 10
sbr,Nup62,both,0.2685,FDR 10
sbr,Nup153,both,0.2387,FDR 10
sbr,Nup214,both,0.2301,FDR 10
Nxt1,nxf2,both,0.6406,FDR 1
Nxt1,Nup214,both,0.5696,FDR 1
Nxt1,Panx,fly,0.3352,FDR 10
dgrn,Ubc2,both,0.7128,FDR 1
dgrn,CG15124,fly,0.7053,FDR 1
dgrn,eff,both,0.6995,FDR 1
dgrn,CG15514,fly,0.6325,FDR 1
dgrn,CG17855,fly,0.5845,FDR 1
dgrn,CG7164,fly,0.5818,FDR 1
dgrn,Rad60,fly,0.5447,FDR 5
dgrn,CG10681,fly,0.5129,FDR 5
dgrn,Tm1,fly,0.4465,FDR 5
dgrn,CG31441,fly,0.3765,FDR 5
dgrn,CG8851,fly,0.3698,FDR 5
dgrn,CG5478,fly,0.3291,FDR 10
dgrn,Gsc,both,0.2789,FDR 10
dgrn,Arpc3A,fly,0.2425,FDR 10
dgrn,gro,fly,0.2263,FDR 10
dgrn,Sas-6,fly,0.2258,FDR 10
lace,Spt-I,both,0.7136,FDR 1
lace,RpS16,fly,0.4311,FDR 5
lace,ORMDL,diopt4,0.3312,FDR 10
lace,Arr2,fly,0.3052,FDR 10
lace,Hsc70-4,both,0.2278,FDR 10
Spt-I,ORMDL,diopt4,0.582,FDR 1
Spt-I,CG31729,fly,0.3194,FDR 10
Spt-I,KdelR,fly,0.2383,FDR 10
aop,edl,fly,0.7135,FDR 1
aop,pnt,fly,0.5156,FDR 5
aop,CanA-14F,diopt4,0.4112,FDR 5
aop,Pp2B-14D,diopt4,0.4092,FDR 5
aop,CanA1,diopt4,0.323,FDR 10
aop,peb,fly,0.3053,FDR 10
aop,fs(1)h,diopt4,0.3003,FDR 10
aop,aurB,diopt4,0.2891,FDR 10
aop,ksr,fly,0.2791,FDR 10
aop,bsk,fly,0.2413,FDR 10
aop,sty,fly,0.2369,FDR 10
aop,Su(Tpl),fly,0.2365,FDR 10
aop,B-H1,fly,0.2303,FDR 10
edl,pnt,fly,0.6943,FDR 1
Pp4-19C,Tap42,both,0.7105,FDR 1
Pp4-19C,C15,diopt4,0.6508,FDR 1
Pp4-19C,flfl,both,0.5935,FDR 1
Pp4-19C,slbo,diopt4,0.5622,FDR 1
Pp4-19C,HP1c,diopt4,0.5159,FDR 5
Pp4-19C,Irbp18,diopt4,0.498,FDR 5
Pp4-19C,CG10348,diopt4,0.4926,FDR 5
Pp4-19C,pb,diopt4,0.4884,FDR 5
Pp4-19C,Maf1,diopt4,0.47,FDR 5
Pp4-19C,vvl,diopt4,0.4228,FDR 5
Pp4-19C,E2f1,diopt4,0.4114,FDR 5
Pp4-19C,ey,diopt4,0.3987,FDR 5
Pp4-19C,Met,diopt4,0.3908,FDR 5
Pp4-19C,Asx,diopt4,0.3869,FDR 5
Pp4-19C,HmgD,diopt4,0.3863,FDR 5
Pp4-19C,Deaf1,diopt4,0.3744,FDR 5
Pp4-19C,dmGlut,fly,0.3704,FDR 5
Pp4-19C,E(spl)mdelta-HLH,diopt4,0.3678,FDR 5
Pp4-19C,Kdm4A,diopt4,0.365,FDR 5
Pp4-19C,betaNACtes6,diopt4,0.3594,FDR 5
Pp4-19C,key,fly,0.3587,FDR 5
Pp4-19C,bon,diopt4,0.328,FDR 10
Pp4-19C,YL-1,diopt4,0.3152,FDR 10
Pp4-19C,Zyx,diopt4,0.3152,FDR 10
Pp4-19C,Cul2,both,0.3103,FDR 10
Pp4-19C,E(spl)m7-HLH,diopt4,0.2801,FDR 10
Pp4-19C,Stat92E,diopt4,0.2798,FDR 10
Pp4-19C,Hcf,diopt4,0.2716,FDR 10
Pp4-19C,E(spl)mgamma-HLH,diopt4,0.2661,FDR 10
Pp4-19C,TfIIB,diopt4,0.266,FDR 10
Pp4-19C,MED23,diopt4,0.2626,FDR 10
Pp4-19C,foxo,diopt4,0.2473,FDR 10
Pp4-19C,stau,both,0.2359,FDR 10
Pp4-19C,Spps,diopt4,0.2329,FDR 10
Pp4-19C,Slob,fly,0.229,FDR 10
Pp4-19C,Chi,diopt4,0.2274,FDR 10
Pp4-19C,CG7839,diopt4,0.2231,FDR 10
CG12929,CG42495,fly,0.7132,FDR 1
CG12929,CG32726,fly,0.237,FDR 10
CG42495,CG32276,fly,0.3093,FDR 10
CG42495,CG5676,fly,0.2441,FDR 10
CG42495,CG17580,fly,0.2384,FDR 10
CG42495,CG17270,fly,0.2339,FDR 10
neur,eff,both,0.5564,FDR 1
neur,CG10947,fly,0.5299,FDR 5
neur,sdt,fly,0.4228,FDR 5
neur,koi,fly,0.2563,FDR 10
Atg10,Atg7,diopt4,0.5494,FDR 5
Ubc2,CG8974,both,0.6991,FDR 1
Ubc2,CG32581,both,0.6965,FDR 1
Ubc2,Iru,both,0.6517,FDR 1
Ubc2,CG13344,both,0.6352,FDR 1
Ubc2,CG12099,both,0.5945,FDR 1
Ubc2,sinah,both,0.5339,FDR 5
Ubc2,Su(dx),both,0.5159,FDR 5
Ubc2,Bx42,fly,0.4523,FDR 5
Ubc2,CG17855,fly,0.4136,FDR 5
Eb1,CG18190,both,0.7128,FDR 1
Eb1,chb,both,0.5567,FDR 1
Eb1,CG11327,fly,0.5318,FDR 5
Eb1,Diap2,both,0.5213,FDR 5
Eb1,fax,fly,0.4145,FDR 5
Eb1,CG10638,fly,0.3124,FDR 10
Eb1,Kebab,fly,0.2686,FDR 10
Eb1,Akap200,fly,0.2615,FDR 10
Eb1,scu,fly,0.2526,FDR 10
Eb1,Kank,fly,0.2404,FDR 10
Eb1,CG5355,fly,0.2371,FDR 10
Eb1,CG9436,fly,0.2356,FDR 10
CG18190,cnn,both,0.274,FDR 10
Rab32,CG6073,fly,0.4628,FDR 5
Rab32,dally,diopt4,0.4561,FDR 5
Rab32,didum,fly,0.412,FDR 5
Cks30A,Cdk2,both,0.6962,FDR 1
Cks30A,Ras64B,diopt4,0.5458,FDR 5
Cks30A,FoxK,diopt4,0.5152,FDR 5
Cks30A,Skp2,both,0.451,FDR 5
Fer2LCH,Fer1HCH,both,0.7119,FDR 1
Fer2LCH,Obp56d,fly,0.4768,FDR 5
Fer2LCH,btl,fly,0.253,FDR 10
Fer2LCH,Chi,fly,0.2369,FDR 10
Fer1HCH,apolpp,fly,0.3918,FDR 5
CG8159,Odj,fly,0.7071,FDR 1
CG8159,CG31388,fly,0.6872,FDR 1
CG8159,CG17803,fly,0.6852,FDR 1
CG8159,nom,fly,0.671,FDR 1
CG8159,CG10274,fly,0.6511,FDR 1
CG8159,Zif,fly,0.6407,FDR 1
CG8159,CG3281,fly,0.64,FDR 1
CG8159,CG6654,fly,0.6186,FDR 1
CG8159,Sry-beta,fly,0.5171,FDR 5
CG8159,p38b,fly,0.4809,FDR 5
CG8159,CG17568,fly,0.4765,FDR 5
CG8159,Cp190,fly,0.3756,FDR 5
CG8159,aru,fly,0.3369,FDR 10
RpS14a,Ak6,both,0.7118,FDR 1
RpS14a,RpS3A,both,0.5794,FDR 1
RpS14a,RpS26,both,0.5657,FDR 1
RpS14a,RpL36,both,0.5605,FDR 1
RpS14a,RpS5a,both,0.5161,FDR 5
RpS14a,Sxl,fly,0.4556,FDR 5
RpS14a,aPKC,diopt4,0.4456,FDR 5
RpS14a,RpS17,both,0.4242,FDR 5
RpS14a,RpS25,both,0.3878,FDR 5
RpS14a,RpL19,both,0.3716,FDR 5
RpS14a,RpL11,both,0.3546,FDR 5
RpS14a,GEFmeso,fly,0.3528,FDR 5
RpS14a,RpS30,both,0.3481,FDR 5
RpS14a,RpL32,both,0.3376,FDR 10
RpS14a,Akt1,fly,0.3127,FDR 10
RpS14a,RpLP0,both,0.3049,FDR 10
RpS14a,RpS15Aa,both,0.2936,FDR 10
RpS14a,RpL35,both,0.2786,FDR 10
RpS14a,RpS19a,both,0.2688,FDR 10
RpS14a,S6kII,fly,0.2357,FDR 10
Ak6,RpS14b,both,0.7118,FDR 1
Ak6,CG3919,fly,0.5675,FDR 1
Ak6,CG2865,fly,0.4786,FDR 5
RpS14b,RpS26,both,0.5835,FDR 1
RpS14b,RpS3A,both,0.5731,FDR 1
RpS14b,RpL28,both,0.5596,FDR 1
RpS14b,RpL36,both,0.5241,FDR 5
RpS14b,RpS5a,both,0.5138,FDR 5
RpS14b,RpL27A,both,0.4413,FDR 5
RpS14b,RpS17,both,0.4252,FDR 5
RpS14b,RpS25,both,0.4025,FDR 5
RpS14b,GEFmeso,fly,0.3528,FDR 5
RpS14b,RpS30,both,0.3481,FDR 5
RpS14b,RpL32,both,0.3376,FDR 10
RpS14b,RpL18A,both,0.3271,FDR 10
RpS14b,RpS15Aa,both,0.2936,FDR 10
levy,cype,both,0.3386,FDR 5
levy,COX7A,both,0.3225,FDR 10
CG3434,RanGAP,fly,0.3308,FDR 10
CG3434,CG7737,fly,0.2734,FDR 10
CG3434,Smn,fly,0.2485,FDR 10
Spt7,Sf3b3,both,0.5002,FDR 5
Spt7,Saf6,fly,0.4304,FDR 5
Spt7,en,fly,0.298,FDR 10
RhoGEF64C,Ras64B,diopt4,0.313,FDR 10
mts,croc,diopt4,0.7106,FDR 1
mts,foxo,both,0.6851,FDR 1
mts,FoxL1,diopt4,0.6813,FDR 1
mts,Tap42,both,0.6748,FDR 1
mts,CG9578,both,0.6599,FDR 1
mts,fd59A,both,0.6362,FDR 1
mts,wrd,both,0.6305,FDR 1
mts,Pp2A-29B,both,0.6297,FDR 1
mts,RpS17,diopt4,0.616,FDR 1
mts,fd102C,diopt4,0.6134,FDR 1
mts,slp2,diopt4,0.6093,FDR 1
mts,slp1,diopt4,0.5946,FDR 1
mts,POSH,diopt4,0.5907,FDR 1
mts,Cka,both,0.5699,FDR 1
mts,msl-3,fly,0.5386,FDR 5
mts,CtBP,diopt4,0.5149,FDR 5
mts,gwl,fly,0.5069,FDR 5
mts,IntS6,both,0.5038,FDR 5
mts,Mbs,diopt4,0.4999,FDR 5
mts,Dif,diopt4,0.4859,FDR 5
mts,Su(var)2-10,both,0.4755,FDR 5
mts,HnRNP-K,diopt4,0.4573,FDR 5
mts,zuc,fly,0.4492,FDR 5
mts,png,both,0.4466,FDR 5
mts,yps,diopt4,0.4357,FDR 5
mts,Asx,diopt4,0.4353,FDR 5
mts,dmt,fly,0.4229,FDR 5
mts,E(spl)mgamma-HLH,diopt4,0.4155,FDR 5
mts,Dronc,fly,0.4108,FDR 5
mts,pdm3,fly,0.4073,FDR 5
mts,mle,diopt4,0.3973,FDR 5
mts,pico,diopt4,0.3958,FDR 5
mts,CG3909,diopt4,0.39,FDR 5
mts,betaTub56D,diopt4,0.3897,FDR 5
mts,Kdm4A,diopt4,0.3692,FDR 5
mts,esc,diopt4,0.3638,FDR 5
mts,twin,diopt4,0.3604,FDR 5
mts,twi,both,0.3449,FDR 5
mts,Jon65Aiv,fly,0.329,FDR 10
mts,pb,diopt4,0.3286,FDR 10
mts,Maf1,diopt4,0.3159,FDR 10
mts,Hcf,diopt4,0.3155,FDR 10
mts,bon,diopt4,0.3076,FDR 10
mts,RpL10,diopt4,0.301,FDR 10
mts,PSR,fly,0.2918,FDR 10
mts,d4,diopt4,0.29,FDR 10
mts,Atf-2,diopt4,0.2885,FDR 10
mts,TfIIB,diopt4,0.2862,FDR 10
mts,hpo,both,0.2853,FDR 10
mts,Su(z)2,diopt4,0.2744,FDR 10
mts,Zyx,diopt4,0.2691,FDR 10
mts,E(spl)m8-HLH,diopt4,0.2657,FDR 10
mts,SPE,fly,0.2589,FDR 10
mts,AstC-R1,both,0.2576,FDR 10
mts,RpS16,diopt4,0.2503,FDR 10
mts,CycG,both,0.2503,FDR 10
mts,Vsx2,fly,0.2478,FDR 10
mts,CASK,diopt4,0.246,FDR 10
mts,pnut,diopt4,0.246,FDR 10
mts,CG6443,fly,0.2424,FDR 10
mts,CG5641,diopt4,0.2381,FDR 10
mts,CG9876,fly,0.2374,FDR 10
mts,Hr3,diopt4,0.2355,FDR 10
mts,Ubx,fly,0.2318,FDR 10
mts,E(spl)m7-HLH,diopt4,0.2313,FDR 10
mts,brm,diopt4,0.2309,FDR 10
mts,E(z),diopt4,0.2287,FDR 10
mts,Mitf,both,0.2277,FDR 10
croc,CG11597,diopt4,0.5989,FDR 1
croc,CG6036,diopt4,0.518,FDR 5
croc,pnt,fly,0.516,FDR 5
croc,alph,diopt4,0.4893,FDR 5
croc,wit,diopt4,0.4842,FDR 5
croc,Irbp,diopt4,0.4727,FDR 5
croc,p38a,diopt4,0.4526,FDR 5
croc,Cdk5,diopt4,0.4437,FDR 5
croc,CG17746,diopt4,0.3477,FDR 5
croc,m-cup,fly,0.3471,FDR 5
croc,Ddr,diopt4,0.3272,FDR 10
croc,p38b,diopt4,0.3127,FDR 10
croc,mnb,diopt4,0.3102,FDR 10
croc,PpV,diopt4,0.2813,FDR 10
croc,Pka-C3,diopt4,0.2801,FDR 10
croc,CanA1,diopt4,0.2799,FDR 10
croc,PpN58A,diopt4,0.2757,FDR 10
croc,Pask,diopt4,0.2703,FDR 10
croc,CanA-14F,diopt4,0.2651,FDR 10
croc,gek,diopt4,0.2603,FDR 10
croc,Sox21a,both,0.2418,FDR 10
croc,Pp2B-14D,diopt4,0.2397,FDR 10
Tap42,PpV,both,0.5651,FDR 1
Tap42,Hsc70-4,diopt4,0.2398,FDR 10
Tap42,PSR,fly,0.2279,FDR 10
Cdk2,CycE,both,0.6969,FDR 1
Cdk2,CG6191,both,0.6454,FDR 1
Cdk2,CycA,both,0.6426,FDR 1
Cdk2,Cdk5alpha,diopt4,0.6179,FDR 1
Cdk2,CycK,both,0.6075,FDR 1
Cdk2,CycJ,both,0.5915,FDR 1
Cdk2,CycH,both,0.5802,FDR 1
Cdk2,dap,both,0.5654,FDR 1
Cdk2,CycT,diopt4,0.5356,FDR 5
Cdk2,Rbf,both,0.518,FDR 5
Cdk2,CLIP-190,diopt4,0.5074,FDR 5
Cdk2,CycC,both,0.5045,FDR 5
Cdk2,Mfap1,diopt4,0.4585,FDR 5
Cdk2,Eph,diopt4,0.4553,FDR 5
Cdk2,Cdk7,diopt4,0.4421,FDR 5
Cdk2,wts,diopt4,0.4388,FDR 5
Cdk2,Abl,diopt4,0.4046,FDR 5
Cdk2,fd96Cb,diopt4,0.3896,FDR 5
Cdk2,Hrs,fly,0.3885,FDR 5
Cdk2,CG8677,diopt4,0.3855,FDR 5
Cdk2,Jupiter,fly,0.3671,FDR 5
Cdk2,Gnf1,diopt4,0.3583,FDR 5
Cdk2,Moca-cyp,diopt4,0.3541,FDR 5
Cdk2,mof,diopt4,0.3496,FDR 5
Cdk2,Lar,diopt4,0.3483,FDR 5
Cdk2,shi,diopt4,0.3466,FDR 5
Cdk2,Orc2,both,0.3415,FDR 5
Cdk2,dom,diopt4,0.3311,FDR 10
Cdk2,Bub1,diopt4,0.3287,FDR 10
Cdk2,CG13625,fly,0.3244,FDR 10
Cdk2,RnpS1,diopt4,0.3222,FDR 10
Cdk2,Pkc53E,diopt4,0.3154,FDR 10
Cdk2,CG12877,diopt4,0.3128,FDR 10
Cdk2,RunxB,diopt4,0.31,FDR 10
Cdk2,inaD,diopt4,0.3016,FDR 10
Cdk2,CG8176,diopt4,0.2949,FDR 10
Cdk2,lic,diopt4,0.2944,FDR 10
Cdk2,vig2,diopt4,0.2941,FDR 10
Cdk2,Dsor1,diopt4,0.2914,FDR 10
Cdk2,Rbf2,diopt4,0.2902,FDR 10
Cdk2,Sf3b3,diopt4,0.2829,FDR 10
Cdk2,DNApol-zeta,diopt4,0.2829,FDR 10
Cdk2,Cdc5,diopt4,0.2791,FDR 10
Cdk2,shot,both,0.2786,FDR 10
Cdk2,Rpt2,both,0.2784,FDR 10
Cdk2,rhea,diopt4,0.2715,FDR 10
Cdk2,prd,fly,0.2701,FDR 10
Cdk2,x16,diopt4,0.2682,FDR 10
Cdk2,Abp1,diopt4,0.2656,FDR 10
Cdk2,Myo95E,diopt4,0.262,FDR 10
Cdk2,eco,diopt4,0.2582,FDR 10
Cdk2,Eps-15,diopt4,0.2528,FDR 10
Cdk2,lqf,diopt4,0.2462,FDR 10
Cdk2,dup,both,0.2462,FDR 10
Cdk2,Srrm234,diopt4,0.242,FDR 10
Cdk2,Cdc16,diopt4,0.2362,FDR 10
Cdk2,Psi,diopt4,0.2353,FDR 10
Cdk2,Mcm2,diopt4,0.2349,FDR 10
Cdk2,mip130,diopt4,0.2235,FDR 10
Cdk2,Hr78,diopt4,0.2232,FDR 10
RpS17,Rack1,both,0.7105,FDR 1
RpS17,RpS25,both,0.6603,FDR 1
RpS17,RpL11,both,0.6382,FDR 1
RpS17,RpL24,both,0.5956,FDR 1
RpS17,RpL7,both,0.5229,FDR 5
RpS17,Hsc70-3,diopt4,0.5168,FDR 5
RpS17,RpS27,both,0.5024,FDR 5
RpS17,RpS19a,both,0.4832,FDR 5
RpS17,RpL29,both,0.4505,FDR 5
RpS17,RpS3,both,0.4465,FDR 5
RpS17,RpL26,both,0.4464,FDR 5
RpS17,ftz-f1,fly,0.4388,FDR 5
RpS17,RpS11,both,0.4219,FDR 5
RpS17,ssx,fly,0.4079,FDR 5
RpS17,Eip63E,fly,0.3881,FDR 5
RpS17,RpL36A,both,0.3864,FDR 5
RpS17,CycK,diopt4,0.3561,FDR 5
RpS17,RpS5a,both,0.3503,FDR 5
RpS17,vig2,fly,0.3488,FDR 5
RpS17,RpS15,both,0.3323,FDR 10
RpS17,foxo,fly,0.3218,FDR 10
RpS17,RpL18A,both,0.3159,FDR 10
RpS17,Hsc70-4,diopt4,0.3032,FDR 10
RpS17,Hex-A,diopt4,0.2946,FDR 10
RpS17,Fadd,fly,0.2635,FDR 10
RpS17,Akt1,fly,0.2572,FDR 10
RpS17,RpL39,both,0.2545,FDR 10
RpS17,RpL13,both,0.2515,FDR 10
RpS17,Cdc37,diopt4,0.2514,FDR 10
RpS17,RpS18,both,0.2486,FDR 10
RpS17,Hsc70-5,diopt4,0.2423,FDR 10
RpS17,CG7059,diopt4,0.2309,FDR 10
Rack1,RpS26,both,0.6162,FDR 1
Rack1,Atg18a,diopt4,0.5714,FDR 1
Rack1,RpS3,both,0.5534,FDR 1
Rack1,larp,diopt4,0.5521,FDR 1
Rack1,RpS15Aa,both,0.5485,FDR 5
Rack1,RpS28b,both,0.5332,FDR 5
Rack1,CG10565,diopt4,0.5237,FDR 5
Rack1,sima,both,0.5147,FDR 5
Rack1,msi,both,0.4749,FDR 5
Rack1,Atg18b,diopt4,0.4707,FDR 5
Rack1,vig,diopt4,0.4623,FDR 5
Rack1,RpL30,both,0.4565,FDR 5
Rack1,RpL21,both,0.4494,FDR 5
Rack1,eEF5,diopt4,0.4479,FDR 5
Rack1,Rga,diopt4,0.4209,FDR 5
Rack1,vig2,both,0.4205,FDR 5
Rack1,eIF2D,diopt4,0.4187,FDR 5
Rack1,for,fly,0.3958,FDR 5
Rack1,ago,diopt4,0.3943,FDR 5
Rack1,Gyf,diopt4,0.3398,FDR 5
Rack1,atl,both,0.3293,FDR 10
Rack1,Upf1,diopt4,0.3064,FDR 10
Rack1,Cdk9,diopt4,0.2822,FDR 10
Rack1,RpL18,both,0.2601,FDR 10
Rack1,Sec61beta,diopt4,0.2533,FDR 10
Rack1,CG3995,fly,0.2467,FDR 10
Rack1,RpS5a,both,0.2441,FDR 10
Rack1,Elp3,diopt4,0.2428,FDR 10
qkr58E-3,CG3927,both,0.7105,FDR 1
qkr58E-3,qkr58E-2,both,0.6816,FDR 1
qkr58E-3,qkr54B,both,0.6571,FDR 1
qkr58E-3,Hsp67Ba,fly,0.4288,FDR 5
qkr58E-3,btz,fly,0.4105,FDR 5
CG3927,Grasp65,fly,0.3705,FDR 5
MED11,MED22,both,0.7103,FDR 1
MED11,MED8,both,0.4734,FDR 5
MED11,MED17,both,0.4473,FDR 5
MED11,MED4,both,0.2472,FDR 10
MED22,MED17,both,0.5539,FDR 1
MED22,MED8,both,0.5282,FDR 5
MED22,MED30,both,0.5175,FDR 5
CG10862,CG32581,both,0.71,FDR 1
CG10862,CG8974,both,0.6927,FDR 1
CG10862,vari,fly,0.4269,FDR 5
CG10862,gzl,diopt4,0.4052,FDR 5
CG10862,CG10738,diopt4,0.3884,FDR 5
CG10862,CG8508,fly,0.2471,FDR 10
CG32581,eff,both,0.6966,FDR 1
CG32581,CG7220,both,0.6843,FDR 1
CG32581,Ubc4,both,0.6185,FDR 1
CG32581,Sap30,fly,0.5773,FDR 1
CG32581,CG16888,fly,0.4799,FDR 5
Pc,fs(1)h,both,0.6802,FDR 1
Pc,Tbp,both,0.6325,FDR 1
Pc,E2f1,both,0.6234,FDR 1
Pc,Psc,both,0.5311,FDR 5
